contig,start,end,coverage
chr1,900001,1000000,2.2706315459768467
chr1,1000001,1100000,0.2961648972633965
chr1,1100001,1200000,0.0
chr1,1200001,1300000,3.4486983657273402
chr1,1300001,1400000,10.630884312435159
chr1,1400001,1500000,2.450181738646018
chr1,1500001,1600000,8.163975453086568
chr1,1700001,1800000,8.926651208847714
chr1,1800001,1900000,8.034157004224149
chr1,1900001,2000000,7.530993495288998
chr1,2000001,2100000,0.3667969774714317
chr1,2100001,2200000,3.8696476945087728
chr1,2200001,2300000,3.043682401805234
chr1,2300001,2400000,1.6086162257848202
chr1,2400001,2500000,9.743124525439388
chr1,2700001,2800000,3.941591220012939
chr1,2800001,2900000,3.141653415370027
chr1,2900001,3000000,3.6093358534224507
chr1,3000001,3100000,4.868859653849308
chr1,3100001,3200000,2.740871962157216
chr1,3200001,3300000,10.92116042696768
chr1,3300001,3400000,5.58995590085353
chr1,3400001,3500000,4.008424148571146
chr1,3500001,3600000,4.097649682267959
chr1,3600001,3700000,1.8435839732013173
chr1,3700001,3800000,3.102223375887846
chr1,4000001,4100000,8.291531070776731
chr1,4100001,4200000,23.802645397541596
chr1,4200001,4300000,2.932829047122976
chr1,4300001,4400000,6.007207848314969
chr1,4400001,4500000,10.503640930692924
chr1,4500001,4600000,8.760854208059861
chr1,4600001,4700000,3.5945578740490767
chr1,4700001,4800000,1.4045271073905146
chr1,4800001,4900000,8.478622044906707
chr1,4900001,5000000,5.052226284908993
chr1,5000001,5100000,10.009619135588435
chr1,5100001,5200000,2.0700129199873283
chr1,5200001,5300000,4.61945467770718
chr1,5300001,5400000,1.9269339198466893
chr1,5400001,5500000,5.908153420433032
chr1,5500001,5600000,4.280141469880546
chr1,5600001,5700000,9.08711150748341
chr1,5800001,5900000,9.898457884043484
chr1,5900001,6000000,5.602765970935408
chr1,6000001,6100000,3.7590255408080013
chr1,6100001,6200000,0.0
chr1,6200001,6300000,7.6347388943987
chr1,6300001,6400000,10.251878703897688
chr1,6400001,6500000,3.486049145333938
chr1,6500001,6600000,3.2291537656177747
chr1,6600001,6700000,3.2527026191698325
chr1,6700001,6800000,3.017924285677214
chr1,6800001,6900000,10.137561590851503
chr1,6900001,7000000,3.0795519176846726
chr1,7000001,7100000,11.166803858572475
chr1,7100001,7200000,12.66626874213057
chr1,7200001,7300000,1.635538080995216
chr1,7300001,7400000,9.566970793383131
chr1,7400001,7500000,5.08423049096194
chr1,7500001,7600000,1.3700903029651317
chr1,7600001,7700000,7.094980328490504
chr1,7700001,7800000,0.0
chr1,7800001,7900000,3.5258772239735805
chr1,7900001,8000000,4.984462141834713
chr1,8000001,8100000,8.267114487027708
chr1,8100001,8200000,1.880209451717343
chr1,8200001,8300000,10.371669467362919
chr1,8300001,8400000,0.945836712879407
chr1,8400001,8500000,0.0
chr1,8500001,8600000,11.290850325538809
chr1,8600001,8700000,9.189932471071966
chr1,8700001,8800000,2.492201449943508
chr1,8800001,8900000,0.0
chr1,8900001,9000000,5.580998232523466
chr1,9000001,9100000,9.050013177199244
chr1,9100001,9200000,4.528309381498124
chr1,9200001,9300000,15.17075862524088
chr1,9300001,9400000,4.712696887611734
chr1,9400001,9500000,1.17382122425038
chr1,9500001,9600000,9.187834291516921
chr1,9600001,9700000,4.63538389283276
chr1,9700001,9800000,7.206339560967821
chr1,9800001,9900000,6.82202889548084
chr1,9900001,10000000,8.982199934205443
chr1,10000001,10100000,1.9585486694420655
chr1,10100001,10200000,10.852388344091413
chr1,10200001,10300000,3.2205863232529146
chr1,10300001,10400000,8.252080561505588
chr1,10400001,10500000,1.4850851847463238
chr1,10500001,10600000,8.420461256425074
chr1,10600001,10700000,4.705927380806874
chr1,10700001,10800000,6.221395370700421
chr1,10800001,10900000,2.527843304217599
chr1,10900001,11000000,9.11822887250577
chr1,11000001,11100000,10.963831239771151
chr1,11100001,11200000,6599.52079138181
chr1,11200001,11300000,7744.422863120721
chr1,11300001,11400000,2798.4623493009153
chr1,11400001,11500000,5.796061396104436
chr1,11500001,11600000,1.856749549535173
chr1,11600001,11700000,2.778741262846811
chr1,11700001,11800000,0.0
chr1,11800001,11900000,47.079706145396536
chr1,11900001,12000000,9.503394004438231
chr1,12000001,12100000,8.756170652649896
chr1,12100001,12200000,6.508248538691491
chr1,12200001,12300000,9.917701839382456
chr1,12300001,12400000,10.771227834875296
chr1,12400001,12500000,1.8549708334572248
chr1,12500001,12600000,1.5202050256196014
chr1,12600001,12700000,10.522631310503197
chr1,12700001,12800000,10.28953569070601
chr1,12800001,12900000,7.368672087021138
chr1,13800001,13900000,8.319742046592761
chr1,13900001,14000000,3.274267702064874
chr1,14000001,14100000,13.698458431772837
chr1,14100001,14200000,17.66539492925043
chr1,14200001,14300000,5.657415464778792
chr1,14300001,14400000,5.24440819623983
chr1,14400001,14500000,0.0
chr1,14500001,14600000,15.807885703483885
chr1,14600001,14700000,6.1070231601459275
chr1,14700001,14800000,4.8558731794419385
chr1,14800001,14900000,0.0
chr1,14900001,15000000,2.8147164732975
chr1,15000001,15100000,4.922152730773634
chr1,15100001,15200000,8.813865929531127
chr1,15200001,15300000,7.331190243696841
chr1,15300001,15400000,6.5683389762870075
chr1,15400001,15500000,16.05729540098592
chr1,15500001,15600000,5.1565681977462186
chr1,15600001,15700000,4.698030697896337
chr1,15700001,15800000,1.5952372954638268
chr1,15800001,15900000,7.2521796663825615
chr1,15900001,16000000,4.93655591833962
chr1,16000001,16100000,5.514406092116045
chr1,16100001,16200000,1.8097987785177292
chr1,16200001,16300000,2.395820832925824
chr1,16300001,16400000,3.9067525134764503
chr1,16400001,16500000,1.691824073021866
chr1,16500001,16600000,9.304238351268847
chr1,16600001,16700000,7.392989059646263
chr1,16700001,16800000,5.993065896918161
chr1,17300001,17400000,7.965714339040604
chr1,17400001,17500000,3.1772925487497568
chr1,17500001,17600000,5.850434343020193
chr1,17600001,17700000,5.945875302864867
chr1,17700001,17800000,3.892325683373099
chr1,17800001,17900000,3.267298901375284
chr1,17900001,18000000,9.422858095585568
chr1,18000001,18100000,3.3071097528432727
chr1,18100001,18200000,3.242829420602928
chr1,18200001,18300000,7.505475774892065
chr1,18300001,18400000,4.74181089502732
chr1,18400001,18500000,10.348527175429357
chr1,18500001,18600000,6.317873119336287
chr1,18600001,18700000,2.2572468215562482
chr1,18700001,18800000,9.530950237361193
chr1,18800001,18900000,5.992628597614883
chr1,18900001,19000000,10.041669419170747
chr1,19000001,19100000,7.131502076867033
chr1,19100001,19200000,6.091185661484186
chr1,19200001,19300000,6.269092407321688
chr1,19300001,19400000,3.474071486806143
chr1,19400001,19500000,6.788816632544047
chr1,19500001,19600000,8.9988155379961
chr1,19600001,19700000,4.2543263665241735
chr1,19700001,19800000,8.482325155747588
chr1,19800001,19900000,0.0
chr1,19900001,20000000,8.08878478730002
chr1,20000001,20100000,13.483043106486695
chr1,20100001,20200000,3.857227519714729
chr1,20200001,20300000,0.0
chr1,20300001,20400000,0.0
chr1,20400001,20500000,7.495974682706718
chr1,20500001,20600000,4.156465339676986
chr1,20600001,20700000,10.741394040150794
chr1,20700001,20800000,12.738046141064876
chr1,20800001,20900000,19.927060782847224
chr1,20900001,21000000,5.812890941678219
chr1,21000001,21100000,6.865164128872356
chr1,21100001,21200000,13.992692264271188
chr1,21200001,21300000,10.258159043657152
chr1,21300001,21400000,6.434488043359158
chr1,21400001,21500000,6.455384792033062
chr1,21500001,21600000,4.3609002083900466
chr1,21600001,21700000,3.0584141089018537
chr1,21700001,21800000,0.0
chr1,21800001,21900000,3.743048469208606
chr1,21900001,22000000,22.015122898903314
chr1,22000001,22100000,0.0
chr1,22100001,22200000,4.801326648466562
chr1,22200001,22300000,51.66880591776708
chr1,22300001,22400000,1.6121224271328043
chr1,22400001,22500000,6.105419345893488
chr1,22500001,22600000,6.157244359585217
chr1,22600001,22700000,7.268199040006153
chr1,22700001,22800000,9.9023268617775
chr1,22800001,22900000,10.400489157522477
chr1,22900001,23000000,6.2033046434380115
chr1,23000001,23100000,10.97558761882987
chr1,23100001,23200000,5.3352900625072905
chr1,23200001,23300000,4.505463186267075
chr1,23300001,23400000,1.3905709418291838
chr1,23400001,23500000,9.21508797327668
chr1,23500001,23600000,8.319543774003606
chr1,23600001,23700000,4.830081192316738
chr1,23700001,23800000,7.724906166848944
chr1,23800001,23900000,3.2782203538032446
chr1,23900001,24000000,4.028380596715074
chr1,24000001,24100000,11.484634219153
chr1,24100001,24200000,7.764698250210145
chr1,24200001,24300000,0.0
chr1,24300001,24400000,1.0897698370146487
chr1,24400001,24500000,8.106080799478786
chr1,24500001,24600000,4.052506412321364
chr1,24600001,24700000,6.415029603877862
chr1,24700001,24800000,3.372733261101778
chr1,24800001,24900000,7.099593444126811
chr1,24900001,25000000,4.007385069411398
chr1,25000001,25100000,7.607548083035583
chr1,25100001,25200000,9.338700677747308
chr1,25200001,25300000,5.067101294722605
chr1,25300001,25400000,2.190536684498192
chr1,25400001,25500000,11.68046267045889
chr1,25500001,25600000,6.2841600873012124
chr1,25700001,25800000,3.297688888395961
chr1,25800001,25900000,2.655998222561143
chr1,25900001,26000000,0.0
chr1,26000001,26100000,9.070643114554557
chr1,26100001,26200000,9.48597308043541
chr1,26200001,26300000,3.9057088882994484
chr1,26300001,26400000,3.8228584628941866
chr1,26400001,26500000,7.637314517927403
chr1,26500001,26600000,8.50673311154253
chr1,26600001,26700000,4.103061157260356
chr1,26700001,26800000,8.60316309704113
chr1,26800001,26900000,7.977229869882594
chr1,26900001,27000000,8.995021900275761
chr1,27000001,27100000,3360.405713528166
chr1,27100001,27200000,1275.4994418435665
chr1,27200001,27300000,5.437498554612957
chr1,27300001,27400000,4.208477097008555
chr1,27400001,27500000,5.0974159016630765
chr1,27500001,27600000,2624.5921927812383
chr1,27600001,27700000,11.89854328271255
chr1,27700001,27800000,13.488274982556126
chr1,27800001,27900000,1.2659242173724743
chr1,27900001,28000000,5.606356138654507
chr1,28000001,28100000,7.258192620919594
chr1,28100001,28200000,5.162130733187307
chr1,28200001,28300000,5.9737811754174235
chr1,28300001,28400000,16.021358841941808
chr1,28400001,28500000,1.5086492158112468
chr1,28500001,28600000,14.018384664935024
chr1,28600001,28700000,1.780373786807102
chr1,28700001,28800000,0.0
chr1,28800001,28900000,4.723321390952132
chr1,28900001,29000000,7.021251786602359
chr1,29000001,29100000,2.781981168634461
chr1,29100001,29200000,5.429110592998426
chr1,29200001,29300000,6.282610613588512
chr1,29300001,29400000,6.471731912424073
chr1,29400001,29500000,6.238802605892482
chr1,29500001,29600000,7.0687551132614015
chr1,29600001,29700000,4.326717588695534
chr1,29700001,29800000,3.6346798356925736
chr1,30100001,30200000,12.78907509080403
chr1,30200001,30300000,8.65475490000244
chr1,30300001,30400000,10.53187907111063
chr1,30400001,30500000,2.1034815461776923
chr1,30500001,30600000,9.56135145511184
chr1,30600001,30700000,7.210198310678696
chr1,30700001,30800000,12.150903024975875
chr1,30800001,30900000,5.0005441864184
chr1,30900001,31000000,5.251753709146174
chr1,31000001,31100000,20.686500592235518
chr1,31100001,31200000,13.59989568409909
chr1,31200001,31300000,9.690070902844143
chr1,31300001,31400000,17.33471405416449
chr1,31400001,31500000,10.561530386218678
chr1,31500001,31600000,38.10275136112497
chr1,31600001,31700000,2.1844470642254175
chr1,31700001,31800000,4.929119754718271
chr1,31800001,31900000,11.4324047719883
chr1,31900001,32000000,14.825047159383484
chr1,32000001,32100000,1.6973944326304389
chr1,32100001,32200000,3.022524759390334
chr1,32200001,32300000,7.488386981501586
chr1,32300001,32400000,8.015478016162673
chr1,32400001,32500000,10.116474349985285
chr1,32500001,32600000,4.193430768817218
chr1,32600001,32700000,7.636783211405385
chr1,32700001,32800000,21.038608460219944
chr1,32800001,32900000,15.14567570866162
chr1,32900001,33000000,4.390315133417692
chr1,33000001,33100000,17.759599354843367
chr1,33100001,33200000,0.0
chr1,33200001,33300000,1.7884499882510256
chr1,33300001,33400000,17.631268759376777
chr1,33400001,33500000,148.64532070296605
chr1,33500001,33600000,8.15894305814373
chr1,33600001,33700000,4.832087643359154
chr1,33700001,33800000,3.0668803453298117
chr1,33800001,33900000,6.456427225486728
chr1,33900001,34000000,13.284418038294529
chr1,34000001,34100000,3.360538139395832
chr1,34100001,34200000,5.649742724302185
chr1,34200001,34300000,10.348685934486891
chr1,34300001,34400000,11.267398567320388
chr1,34400001,34500000,11.96420562502747
chr1,34500001,34600000,4.507958256290177
chr1,34600001,34700000,8.227962548651767
chr1,34700001,34800000,0.0
chr1,34800001,34900000,20.936713141203583
chr1,34900001,35000000,2.6416657614050285
chr1,35000001,35100000,3.503810498996489
chr1,35100001,35200000,4.892048018746654
chr1,35200001,35300000,6.622804337382494
chr1,35300001,35400000,7.572253477512122
chr1,35400001,35500000,4.4851887183139265
chr1,35500001,35600000,12.594776196464498
chr1,35600001,35700000,4.042452957320589
chr1,35700001,35800000,1.6754437743683572
chr1,35800001,35900000,8.100306255682785
chr1,35900001,36000000,6.746452404134988
chr1,36000001,36100000,9.79016147689139
chr1,36100001,36200000,2.490090787960828
chr1,36200001,36300000,15.463099001787931
chr1,36300001,36400000,4.543207317310112
chr1,36400001,36500000,0.0
chr1,36500001,36600000,1.9881518404232053
chr1,36600001,36700000,3.6963136932741505
chr1,36700001,36800000,6.788893542550152
chr1,36800001,36900000,6.19806568400805
chr1,36900001,37000000,2.433423831919804
chr1,37000001,37100000,18.66373353753741
chr1,37100001,37200000,7.180523688426436
chr1,37200001,37300000,9.867913133408127
chr1,37300001,37400000,1.4168461317387109
chr1,37400001,37500000,13.231205244475175
chr1,37500001,37600000,15.826265796478413
chr1,37600001,37700000,6.010288824744492
chr1,37700001,37800000,8.15146046215958
chr1,37800001,37900000,4.892778439111606
chr1,37900001,38000000,1.3314135854840743
chr1,38000001,38100000,6.996840078528894
chr1,38100001,38200000,9.822465060423735
chr1,38200001,38300000,0.2545853731984215
chr1,38300001,38400000,6.057047299788781
chr1,38400001,38500000,10.400639853116058
chr1,38500001,38600000,6.70757192368888
chr1,38600001,38700000,8.499841198417666
chr1,38700001,38800000,3.610292498034025
chr1,38800001,38900000,9.14356269966574
chr1,38900001,39000000,13.732780211365313
chr1,39000001,39100000,14.474498792678755
chr1,39100001,39200000,4.636275405331092
chr1,39200001,39300000,7.248649508549951
chr1,39300001,39400000,10.071959338145575
chr1,39400001,39500000,16.74047824752933
chr1,39500001,39600000,1.506491497961309
chr1,39600001,39700000,8.856130489876243
chr1,39700001,39800000,8.53147221370996
chr1,39800001,39900000,11.427432282834815
chr1,39900001,40000000,6.941124669976164
chr1,40000001,40100000,5.722365422117377
chr1,40100001,40200000,6.3913336357446475
chr1,40200001,40300000,5.003875025352535
chr1,40300001,40400000,0.0
chr1,40400001,40500000,1.798597683387147
chr1,40500001,40600000,3.961673448785425
chr1,40600001,40700000,2.8723218410180182
chr1,40700001,40800000,440.06133579561174
chr1,40800001,40900000,4.813952425087301
chr1,40900001,41000000,4.343906374057048
chr1,41000001,41100000,7.6949687443376025
chr1,41100001,41200000,6.467280966830952
chr1,41200001,41300000,9.26656844571129
chr1,41300001,41400000,5.495240231719823
chr1,41400001,41500000,4.784368237487776
chr1,41500001,41600000,10.127466987340528
chr1,41600001,41700000,10.26212792937866
chr1,41700001,41800000,8.408445702302958
chr1,41800001,41900000,11.597367229220298
chr1,41900001,42000000,4.143876701220227
chr1,42000001,42100000,5.1629513519004195
chr1,42100001,42200000,6.529397265610469
chr1,42200001,42300000,4.692570449307585
chr1,42300001,42400000,10.64899717082374
chr1,42400001,42500000,14.969068130528285
chr1,42500001,42600000,7.3933519585762415
chr1,42600001,42700000,8.564238355328854
chr1,42700001,42800000,0.0
chr1,42800001,42900000,7.689458244964666
chr1,42900001,43000000,17.675755494775082
chr1,43000001,43100000,3.403530642994067
chr1,43100001,43200000,4.871396032277275
chr1,43200001,43300000,4.405417064597625
chr1,43300001,43400000,6.420114126869043
chr1,43400001,43500000,11.214559598316598
chr1,43500001,43600000,5.540356433457308
chr1,43600001,43700000,4.969584733391261
chr1,43700001,43800000,9.315746826482112
chr1,43800001,43900000,1320.3683202893956
chr1,43900001,44000000,1.9083919825699267
chr1,44000001,44100000,3.7921224894890426
chr1,44100001,44200000,5.310404122770223
chr1,44200001,44300000,1.8549708334572248
chr1,44300001,44400000,2.6867098227756525
chr1,44400001,44500000,8.954045983620528
chr1,44500001,44600000,9.839593706466006
chr1,44600001,44700000,12.828969424975057
chr1,44700001,44800000,1.557347868625676
chr1,44800001,44900000,7.454688311683395
chr1,44900001,45000000,2.2363248066274366
chr1,45000001,45100000,4.176091250941018
chr1,45100001,45200000,1.6922633497508002
chr1,45200001,45300000,11.138266505277857
chr1,45300001,45400000,6.6540868142022545
chr1,45400001,45500000,12.890888922046948
chr1,45500001,45600000,5.769115940978464
chr1,45600001,45700000,1.7492990026637574
chr1,45700001,45800000,5.015509513262521
chr1,45800001,45900000,9.717047696467635
chr1,45900001,46000000,3.120276724823221
chr1,46000001,46100000,2.718884661095508
chr1,46100001,46200000,5.834644183720899
chr1,46200001,46300000,6.332595896066769
chr1,46300001,46400000,6.199106651168649
chr1,46400001,46500000,8.562469920842165
chr1,46500001,46600000,6.732616383386635
chr1,46600001,46700000,5.016371096294898
chr1,46700001,46800000,1.4616630792038552
chr1,46800001,46900000,1.2310951748269017
chr1,46900001,47000000,4.934499868536385
chr1,47000001,47100000,8.03799532154195
chr1,47100001,47200000,1.899169668594185
chr1,47200001,47300000,11.298269689849363
chr1,47300001,47400000,5.784191790331745
chr1,47400001,47500000,7.607810305585428
chr1,47500001,47600000,3.4498562161710717
chr1,47600001,47700000,12.758985491350785
chr1,47700001,47800000,5.82137422221078
chr1,47800001,47900000,16.321560051918862
chr1,47900001,48000000,4.526280159856375
chr1,48000001,48100000,4.756764833095059
chr1,48100001,48200000,3.3216410210650618
chr1,48200001,48300000,4.189637159684954
chr1,48300001,48400000,1.783241509063069
chr1,48400001,48500000,6.476423483488059
chr1,48500001,48600000,16.623287117810648
chr1,48600001,48700000,0.0
chr1,48700001,48800000,11.504710199420918
chr1,48800001,48900000,16.195715775703533
chr1,48900001,49000000,6.394904291932159
chr1,49000001,49100000,0.0
chr1,49100001,49200000,8.290821794344135
chr1,49200001,49300000,3.76264299458273
chr1,49300001,49400000,4.492463720476531
chr1,49400001,49500000,7.474737864668468
chr1,49500001,49600000,2.0700129199873283
chr1,49600001,49700000,9.496400007791355
chr1,49700001,49800000,7.9454897206557575
chr1,49800001,49900000,2.297323845282241
chr1,49900001,50000000,1.8640715052846808
chr1,50000001,50100000,14.06060195164314
chr1,50100001,50200000,0.0
chr1,50200001,50300000,9.61567597382221
chr1,50300001,50400000,12.200507283320952
chr1,50400001,50500000,23.320306321503157
chr1,50500001,50600000,6.674422274421387
chr1,50600001,50700000,11.65041361367848
chr1,50700001,50800000,16.500061115269254
chr1,50800001,50900000,3.8724961822871946
chr1,50900001,51000000,5.205688855746248
chr1,51000001,51100000,4.417650644939107
chr1,51100001,51200000,17.4870189686466
chr1,51200001,51300000,10.597917342733155
chr1,51300001,51400000,1.4565187356800628
chr1,51400001,51500000,12.969916973033953
chr1,51500001,51600000,4.894027657286366
chr1,51600001,51700000,6.589110684975277
chr1,51700001,51800000,5.203194415679302
chr1,51800001,51900000,9.570856326724046
chr1,51900001,52000000,8.446315678941701
chr1,52000001,52100000,0.0
chr1,52100001,52200000,3.745244616966891
chr1,52200001,52300000,14.957930641545039
chr1,52300001,52400000,13.077784745515643
chr1,52400001,52500000,2.8951029075083
chr1,52500001,52600000,6.712493898311828
chr1,52600001,52700000,16.19957425865453
chr1,52700001,52800000,3.7881355923378566
chr1,52800001,52900000,11.846106410757304
chr1,52900001,53000000,5.359565207545197
chr1,53000001,53100000,4.091518804202811
chr1,53100001,53200000,5.207512722867943
chr1,53200001,53300000,6.2659160677516565
chr1,53300001,53400000,3.1667217573400985
chr1,53400001,53500000,9.916892960565125
chr1,53500001,53600000,4.178298544625019
chr1,53600001,53700000,8.837682867034042
chr1,53700001,53800000,2.5841094874276993
chr1,53800001,53900000,11.99250619508533
chr1,53900001,54000000,10.875716969372144
chr1,54000001,54100000,11.369018947966982
chr1,54100001,54200000,7.578367293064736
chr1,54200001,54300000,2.9554703303029166
chr1,54300001,54400000,11.369332178083617
chr1,54400001,54500000,4.214412209592122
chr1,54500001,54600000,3.0030995826519926
chr1,54600001,54700000,6.06897167504326
chr1,54700001,54800000,6.839714105944922
chr1,54800001,54900000,1.8244038509687972
chr1,54900001,55000000,1.6118336252110528
chr1,55000001,55100000,0.425264467210101
chr1,55100001,55200000,1.352618144129599
chr1,55200001,55300000,7.332543868017185
chr1,55300001,55400000,5.410474001759999
chr1,55400001,55500000,3.3174045043815266
chr1,55500001,55600000,4.137572208299669
chr1,55600001,55700000,21.60719801139027
chr1,55700001,55800000,6.609700268745922
chr1,55800001,55900000,7.4469363646800115
chr1,55900001,56000000,10.973327133077444
chr1,56000001,56100000,2.0818890145597413
chr1,56100001,56200000,5.016485573479877
chr1,56200001,56300000,13.634050869228098
chr1,56300001,56400000,0.0
chr1,56400001,56500000,4.592178861330706
chr1,56500001,56600000,18.008652551839308
chr1,56600001,56700000,18.97756670013449
chr1,56700001,56800000,4.022446015238504
chr1,56800001,56900000,0.0
chr1,56900001,57000000,11.651584936225994
chr1,57000001,57100000,5.5598243168624215
chr1,57100001,57200000,4.076958489880101
chr1,57200001,57300000,7.8734824646167745
chr1,57300001,57400000,0.0
chr1,57400001,57500000,0.0
chr1,57500001,57600000,9.127901500030992
chr1,57600001,57700000,24.308256004439333
chr1,57700001,57800000,2.488074776280442
chr1,57800001,57900000,12.106243546257488
chr1,57900001,58000000,7.496472898267762
chr1,58000001,58100000,4.891167858253574
chr1,58100001,58200000,4.743219319245
chr1,58200001,58300000,1.674964259525855
chr1,58300001,58400000,6.161469539175469
chr1,58400001,58500000,0.0
chr1,58500001,58600000,0.0
chr1,58600001,58700000,5.76263347303456
chr1,58700001,58800000,10.547976566601289
chr1,58800001,58900000,0.0
chr1,58900001,59000000,3.22235897819497
chr1,59000001,59100000,81.02655055333435
chr1,59100001,59200000,20.599036878444142
chr1,59200001,59300000,3.488187281781414
chr1,59300001,59400000,2.6427547350422995
chr1,59400001,59500000,0.0
chr1,59500001,59600000,10.720619514186767
chr1,59600001,59700000,12.81454225123405
chr1,59700001,59800000,8.737477561552193
chr1,59800001,59900000,9.28111644500351
chr1,59900001,60000000,13.840179796776125
chr1,60000001,60100000,3.4227173005175184
chr1,60100001,60200000,17.56392455536888
chr1,60200001,60300000,2.6183391725655065
chr1,60300001,60400000,1.8640715052846808
chr1,60400001,60500000,5.219388272913845
chr1,60500001,60600000,7.944154758438062
chr1,60600001,60700000,10.038766984345743
chr1,60700001,60800000,16.51525158628629
chr1,60800001,60900000,7.174148848239119
chr1,60900001,61000000,5.746235046925154
chr1,61000001,61100000,4.828255267625071
chr1,61100001,61200000,4.635845020146923
chr1,61200001,61300000,6.439921923796471
chr1,61300001,61400000,7.874307312770294
chr1,61400001,61500000,14.10221920777616
chr1,61500001,61600000,8.282747809575582
chr1,61600001,61700000,6.517123333443562
chr1,61700001,61800000,3.673491551993551
chr1,61800001,61900000,5.40087624126633
chr1,61900001,62000000,5.815966585169636
chr1,62000001,62100000,6.943421330299747
chr1,62100001,62200000,5.359862986130176
chr1,62200001,62300000,20.44544908359983
chr1,62300001,62400000,14.716018416676738
chr1,62400001,62500000,2.7213561982327423
chr1,62500001,62600000,9.245961669408139
chr1,62600001,62700000,1.6100530099085466
chr1,62700001,62800000,1.856821326309128
chr1,62800001,62900000,4.354476699667671
chr1,62900001,63000000,6.618769996953304
chr1,63000001,63100000,10.01895752794855
chr1,63100001,63200000,9.372838343941144
chr1,63200001,63300000,20.150116532281075
chr1,63300001,63400000,0.0
chr1,63400001,63500000,4.7075921865082755
chr1,63500001,63600000,1.7873071048986835
